user_id,ad_click_date,landing_page_view_date,signup_date,trial_date,purchase_date,campaign,channel
user_1159,2024-01-20,2024-01-20,,,,Spring Launch,TikTok
user_1160,2024-01-15,2024-01-15,,,,Spring Launch,YouTube
user_1161,2024-01-15,2024-01-15,,,,Winter Promo,Google Ads
user_1162,2024-01-24,2024-01-24,2024-01-25,2024-01-26,2024-01-28,Spring Launch,Email
user_1163,2024-01-22,2024-01-22,,,,Holiday Blitz,Email
user_1164,2024-01-14,2024-01-14,2024-01-17,,,Holiday Blitz,TikTok
user_1165,2024-01-26,2024-01-26,2024-01-28,2024-01-30,,Holiday Blitz,Facebook
user_1166,2024-01-28,2024-01-28,2024-01-31,,,Spring Launch,TikTok
user_1167,2024-01-23,2024-01-23,,,,Spring Launch,YouTube
user_1168,2024-01-14,2024-01-14,,,,Spring Launch,YouTube
user_1169,2024-01-24,2024-01-24,,,,Winter Promo,TikTok
user_1170,2024-01-02,2024-01-02,,,,Holiday Blitz,Email
user_1171,2024-01-13,2024-01-13,2024-01-16,2024-01-18,2024-01-19,Holiday Blitz,YouTube
user_1172,2024-01-26,2024-01-26,,,,Winter Promo,Instagram
user_1173,2024-01-14,2024-01-14,,,,Spring Launch,Facebook
user_1174,2024-01-27,2024-01-27,2024-01-30,2024-02-01,2024-02-03,Holiday Blitz,Facebook
user_1175,2024-01-24,2024-01-24,2024-01-27,2024-01-29,2024-02-01,Spring Launch,YouTube
user_1176,2024-01-19,2024-01-19,,,,Winter Promo,Email
user_1177,2024-01-07,2024-01-07,,,,Spring Launch,TikTok
user_1178,2024-01-03,,,,,Winter Promo,Instagram
user_1179,2024-01-15,2024-01-15,,,,Spring Launch,Instagram
user_1180,2024-01-23,,,,,Winter Promo,TikTok
user_1181,2024-01-14,2024-01-14,,,,Holiday Blitz,Instagram
user_1182,2024-01-11,2024-01-11,,,,Winter Promo,Google Ads
user_1183,2024-01-15,2024-01-15,,,,Spring Launch,YouTube
user_1184,2024-01-28,2024-01-28,2024-01-30,2024-02-01,2024-02-03,Holiday Blitz,Instagram
user_1185,2024-01-13,2024-01-13,,,,Spring Launch,YouTube
user_1186,2024-01-18,2024-01-18,2024-01-20,2024-01-21,,Spring Launch,Email
user_1187,2024-01-26,2024-01-26,,,,Winter Promo,Email
user_1188,2024-01-06,,,,,Winter Promo,TikTok
user_1189,2024-01-03,2024-01-03,2024-01-04,2024-01-05,,Spring Launch,Email
user_1190,2024-01-19,2024-01-19,2024-01-21,2024-01-22,,Winter Promo,Google Ads
user_1191,2024-01-15,2024-01-15,,,,Spring Launch,Email
user_1192,2024-01-25,2024-01-25,2024-01-28,2024-01-30,,Winter Promo,YouTube
user_1193,2024-01-23,2024-01-23,2024-01-24,2024-01-25,,Winter Promo,Facebook
user_1194,2024-01-05,2024-01-05,2024-01-08,2024-01-10,,Spring Launch,Facebook
user_1195,2024-01-28,,,,,Holiday Blitz,YouTube
user_1196,2024-01-10,2024-01-10,2024-01-13,2024-01-15,,Winter Promo,Facebook
user_1197,2024-01-07,2024-01-07,2024-01-08,,,Spring Launch,Instagram
user_1198,2024-01-25,2024-01-25,2024-01-26,2024-01-27,,Holiday Blitz,Facebook
user_1199,2024-01-17,2024-01-17,2024-01-20,,,Winter Promo,Google Ads
user_1200,2024-01-07,2024-01-07,2024-01-08,2024-01-09,,Winter Promo,Email
user_1201,2024-01-22,2024-01-22,2024-01-24,2024-01-26,,Spring Launch,Facebook
user_1202,2024-01-26,2024-01-26,,,,Winter Promo,Facebook
user_1203,2024-01-30,2024-01-30,2024-01-31,,,Spring Launch,TikTok
user_1204,2024-01-12,2024-01-12,2024-01-13,,,Spring Launch,Google Ads
user_1205,2024-01-25,2024-01-25,2024-01-28,2024-01-30,,Winter Promo,TikTok
user_1206,2024-01-17,2024-01-17,2024-01-18,2024-01-19,2024-01-21,Holiday Blitz,Google Ads
user_1207,2024-01-13,2024-01-13,2024-01-16,2024-01-18,,Winter Promo,Facebook
user_1208,2024-01-20,2024-01-20,2024-01-21,2024-01-22,,Holiday Blitz,Instagram
user_1209,2024-01-25,2024-01-25,,,,Winter Promo,Facebook
user_1210,2024-01-04,2024-01-04,,,,Holiday Blitz,Instagram
user_1211,2024-01-10,2024-01-10,2024-01-12,2024-01-14,2024-01-17,Winter Promo,TikTok
user_1212,2024-01-03,2024-01-03,,,,Holiday Blitz,Email
user_1213,2024-01-09,2024-01-09,2024-01-10,2024-01-11,,Holiday Blitz,YouTube
user_1214,2024-01-13,2024-01-13,,,,Winter Promo,Email
user_1215,2024-01-18,2024-01-18,2024-01-19,2024-01-21,,Winter Promo,Facebook
user_1216,2024-01-15,2024-01-15,,,,Spring Launch,Facebook
user_1217,2024-01-04,2024-01-04,2024-01-07,,,Holiday Blitz,Instagram
user_1218,2024-01-15,2024-01-15,,,,Winter Promo,Google Ads
user_1219,2024-01-22,,,,,Spring Launch,TikTok
user_1220,2024-01-02,2024-01-02,2024-01-05,2024-01-07,,Winter Promo,TikTok
user_1221,2024-01-15,2024-01-15,,,,Holiday Blitz,TikTok
user_1222,2024-01-08,2024-01-08,2024-01-11,2024-01-12,,Winter Promo,Instagram
user_1223,2024-01-08,2024-01-08,,,,Winter Promo,Google Ads
user_1224,2024-01-17,,,,,Spring Launch,Google Ads
user_1225,2024-01-12,2024-01-12,2024-01-13,2024-01-14,,Winter Promo,Google Ads
user_1226,2024-01-19,,,,,Spring Launch,Google Ads
user_1227,2024-01-10,,,,,Holiday Blitz,Facebook
user_1228,2024-01-09,,,,,Holiday Blitz,YouTube
user_1229,2024-01-05,2024-01-05,2024-01-07,2024-01-09,2024-01-11,Winter Promo,TikTok
user_1230,2024-01-06,2024-01-06,2024-01-08,2024-01-09,,Spring Launch,YouTube
user_1231,2024-01-20,2024-01-20,,,,Holiday Blitz,Email
user_1232,2024-01-26,2024-01-26,2024-01-28,2024-01-30,,Winter Promo,Email
user_1233,2024-01-02,2024-01-02,,,,Winter Promo,Email
user_1234,2024-01-27,2024-01-27,,,,Winter Promo,Instagram
user_1235,2024-01-24,2024-01-24,2024-01-27,2024-01-28,2024-01-31,Winter Promo,Email
user_1236,2024-01-27,2024-01-27,2024-01-28,2024-01-29,,Winter Promo,TikTok
user_1237,2024-01-13,2024-01-13,,,,Spring Launch,Email
user_1238,2024-01-06,2024-01-06,2024-01-07,2024-01-09,2024-01-10,Winter Promo,Email
user_1239,2024-01-05,2024-01-05,2024-01-06,2024-01-08,2024-01-09,Winter Promo,Facebook
user_1240,2024-01-25,2024-01-25,2024-01-26,2024-01-28,2024-01-30,Winter Promo,Email
user_1241,2024-01-01,2024-01-01,,,,Winter Promo,YouTube
user_1242,2024-01-21,2024-01-21,,,,Winter Promo,Facebook
user_1243,2024-01-22,2024-01-22,2024-01-25,,,Winter Promo,Google Ads
user_1244,2024-01-21,,,,,Winter Promo,Instagram
user_1245,2024-01-06,2024-01-06,,,,Holiday Blitz,Facebook
user_1246,2024-01-06,2024-01-06,,,,Holiday Blitz,Facebook
user_1247,2024-01-23,2024-01-23,2024-01-24,2024-01-25,,Winter Promo,YouTube
user_1248,2024-01-16,2024-01-16,2024-01-18,,,Spring Launch,TikTok
user_1249,2024-01-04,2024-01-04,,,,Winter Promo,TikTok
user_1250,2024-01-30,2024-01-30,,,,Spring Launch,Email
user_1251,2024-01-11,2024-01-11,,,,Spring Launch,Google Ads
user_1252,2024-01-30,2024-01-30,,,,Spring Launch,YouTube
user_1253,2024-01-30,2024-01-30,,,,Spring Launch,YouTube
user_1254,2024-01-30,2024-01-30,2024-02-01,2024-02-03,,Spring Launch,Facebook
user_1255,2024-01-24,,,,,Holiday Blitz,Google Ads
user_1256,2024-01-23,,,,,Winter Promo,YouTube
user_1257,2024-01-09,2024-01-09,,,,Holiday Blitz,TikTok
user_1258,2024-01-23,2024-01-23,2024-01-24,2024-01-26,2024-01-29,Holiday Blitz,Instagram
user_1259,2024-01-03,2024-01-03,2024-01-04,2024-01-05,2024-01-07,Winter Promo,Instagram
user_1260,2024-01-19,2024-01-19,,,,Holiday Blitz,YouTube
user_1261,2024-01-08,2024-01-08,2024-01-09,,,Winter Promo,Facebook
user_1262,2024-01-05,,,,,Winter Promo,Instagram
user_1263,2024-01-04,2024-01-04,,,,Winter Promo,Facebook
user_1264,2024-01-24,2024-01-24,2024-01-27,2024-01-28,2024-01-30,Winter Promo,Email
user_1265,2024-01-06,2024-01-06,,,,Spring Launch,Email
user_1266,2024-01-02,,,,,Spring Launch,Facebook
user_1267,2024-01-20,2024-01-20,2024-01-22,2024-01-23,2024-01-25,Holiday Blitz,YouTube
user_1268,2024-01-28,2024-01-28,,,,Winter Promo,Email
user_1269,2024-01-11,2024-01-11,,,,Winter Promo,TikTok
user_1270,2024-01-04,2024-01-04,2024-01-05,2024-01-07,2024-01-08,Winter Promo,Email
user_1271,2024-01-15,2024-01-15,2024-01-18,2024-01-19,,Winter Promo,TikTok
user_1272,2024-01-06,,,,,Spring Launch,Instagram
user_1273,2024-01-22,2024-01-22,2024-01-24,2024-01-26,,Spring Launch,YouTube
user_1274,2024-01-17,2024-01-17,2024-01-18,2024-01-19,2024-01-20,Spring Launch,Facebook
user_1275,2024-01-30,2024-01-30,2024-01-31,,,Holiday Blitz,Email
user_1276,2024-01-24,2024-01-24,2024-01-25,2024-01-27,,Winter Promo,YouTube
user_1277,2024-01-06,2024-01-06,2024-01-08,2024-01-10,,Spring Launch,Email
user_1278,2024-01-19,2024-01-19,,,,Spring Launch,Instagram
user_1279,2024-01-30,2024-01-30,,,,Winter Promo,YouTube
user_1280,2024-01-25,2024-01-25,2024-01-26,,,Spring Launch,Google Ads
user_1281,2024-01-02,2024-01-02,2024-01-05,2024-01-07,,Winter Promo,Instagram
user_1282,2024-01-15,2024-01-15,,,,Winter Promo,Facebook
user_1283,2024-01-11,,,,,Spring Launch,YouTube
user_1284,2024-01-08,2024-01-08,,,,Holiday Blitz,TikTok
user_1285,2024-01-26,2024-01-26,,,,Winter Promo,Email
user_1286,2024-01-19,2024-01-19,,,,Holiday Blitz,TikTok
user_1287,2024-01-13,2024-01-13,2024-01-14,2024-01-15,2024-01-19,Spring Launch,YouTube
user_1288,2024-01-12,2024-01-12,2024-01-13,2024-01-14,,Winter Promo,Facebook
user_1289,2024-01-05,2024-01-05,2024-01-06,2024-01-08,2024-01-09,Winter Promo,TikTok
user_1290,2024-01-06,2024-01-06,2024-01-07,,,Spring Launch,TikTok
user_1291,2024-01-26,2024-01-26,2024-01-28,2024-01-29,2024-01-30,Holiday Blitz,TikTok
user_1292,2024-01-22,2024-01-22,,,,Spring Launch,YouTube
user_1293,2024-01-04,2024-01-04,,,,Spring Launch,Email
user_1294,2024-01-19,,,,,Spring Launch,TikTok
user_1295,2024-01-20,2024-01-20,,,,Holiday Blitz,Instagram
user_1296,2024-01-01,2024-01-01,2024-01-04,,,Winter Promo,Instagram
user_1297,2024-01-20,,,,,Winter Promo,Email
user_1298,2024-01-17,,,,,Spring Launch,Google Ads
user_1299,2024-01-12,2024-01-12,2024-01-13,2024-01-15,,Spring Launch,Google Ads
user_1300,2024-01-15,2024-01-15,2024-01-16,,,Holiday Blitz,Instagram
user_1301,2024-01-01,2024-01-01,,,,Spring Launch,TikTok
user_1302,2024-01-26,2024-01-26,,,,Holiday Blitz,Facebook
user_1303,2024-01-14,2024-01-14,2024-01-16,2024-01-18,,Holiday Blitz,YouTube
user_1304,2024-01-06,2024-01-06,2024-01-08,,,Holiday Blitz,Email
user_1305,2024-01-05,2024-01-05,2024-01-06,,,Spring Launch,Facebook
user_1306,2024-01-30,2024-01-30,2024-02-02,,,Winter Promo,TikTok
user_1307,2024-01-11,2024-01-11,2024-01-12,,,Holiday Blitz,YouTube
user_1308,2024-01-04,2024-01-04,,,,Winter Promo,Instagram
user_1309,2024-01-13,2024-01-13,,,,Holiday Blitz,Email
user_1310,2024-01-11,2024-01-11,2024-01-12,2024-01-14,,Spring Launch,Facebook
user_1311,2024-01-03,2024-01-03,,,,Holiday Blitz,YouTube
user_1312,2024-01-01,,,,,Holiday Blitz,Instagram
user_1313,2024-01-06,2024-01-06,,,,Winter Promo,Instagram
user_1314,2024-01-18,2024-01-18,2024-01-21,2024-01-22,2024-01-25,Spring Launch,YouTube
user_1315,2024-01-24,2024-01-24,,,,Holiday Blitz,Google Ads
user_1316,2024-01-10,2024-01-10,,,,Spring Launch,Google Ads
user_1317,2024-01-05,,,,,Winter Promo,YouTube
user_1318,2024-01-23,2024-01-23,2024-01-24,2024-01-25,,Spring Launch,YouTube
user_1319,2024-01-10,2024-01-10,,,,Spring Launch,YouTube
user_1320,2024-01-12,2024-01-12,2024-01-14,2024-01-16,,Winter Promo,Instagram
user_1321,2024-01-02,2024-01-02,2024-01-05,,,Holiday Blitz,TikTok
user_1322,2024-01-13,2024-01-13,2024-01-14,2024-01-15,2024-01-19,Holiday Blitz,TikTok
user_1323,2024-01-08,2024-01-08,,,,Spring Launch,Email
user_1324,2024-01-02,2024-01-02,,,,Holiday Blitz,Instagram
user_1325,2024-01-20,2024-01-20,2024-01-22,2024-01-23,,Winter Promo,Instagram
user_1326,2024-01-01,2024-01-01,2024-01-02,2024-01-04,2024-01-05,Spring Launch,Google Ads
user_1327,2024-01-05,,,,,Spring Launch,YouTube
user_1328,2024-01-09,2024-01-09,2024-01-11,2024-01-13,,Holiday Blitz,Instagram
user_1329,2024-01-17,2024-01-17,2024-01-19,2024-01-21,,Holiday Blitz,Instagram
user_1330,2024-01-09,2024-01-09,2024-01-12,2024-01-14,,Holiday Blitz,YouTube
user_1331,2024-01-11,,,,,Spring Launch,TikTok
user_1332,2024-01-15,2024-01-15,2024-01-17,2024-01-19,,Holiday Blitz,Email
user_1333,2024-01-24,2024-01-24,,,,Spring Launch,Google Ads
user_1334,2024-01-06,2024-01-06,2024-01-08,2024-01-10,,Holiday Blitz,Facebook
user_1335,2024-01-23,2024-01-23,2024-01-26,2024-01-27,,Spring Launch,TikTok
user_1336,2024-01-03,2024-01-03,2024-01-04,,,Spring Launch,Instagram
user_1337,2024-01-30,2024-01-30,2024-02-02,,,Spring Launch,Email
user_1338,2024-01-17,2024-01-17,2024-01-18,,,Holiday Blitz,Facebook
user_1339,2024-01-05,2024-01-05,2024-01-06,,,Holiday Blitz,TikTok
user_1340,2024-01-30,2024-01-30,,,,Winter Promo,TikTok
user_1341,2024-01-28,2024-01-28,2024-01-30,2024-01-31,,Spring Launch,YouTube
user_1342,2024-01-12,2024-01-12,,,,Holiday Blitz,Facebook
user_1343,2024-01-18,2024-01-18,,,,Winter Promo,YouTube
user_1344,2024-01-14,2024-01-14,,,,Winter Promo,TikTok
user_1345,2024-01-21,2024-01-21,,,,Holiday Blitz,TikTok
user_1346,2024-01-24,2024-01-24,2024-01-26,2024-01-28,,Spring Launch,TikTok
user_1347,2024-01-11,2024-01-11,2024-01-14,2024-01-15,,Winter Promo,Email
user_1348,2024-01-09,2024-01-09,,,,Winter Promo,TikTok
user_1349,2024-01-02,2024-01-02,,,,Spring Launch,Facebook
user_1350,2024-01-12,2024-01-12,,,,Holiday Blitz,Google Ads
user_1351,2024-01-03,2024-01-03,,,,Spring Launch,Email
user_1352,2024-01-03,2024-01-03,,,,Spring Launch,Facebook
user_1353,2024-01-01,2024-01-01,2024-01-02,,,Holiday Blitz,Instagram
user_1354,2024-01-08,2024-01-08,,,,Winter Promo,Facebook
user_1355,2024-01-22,2024-01-22,2024-01-25,2024-01-26,,Spring Launch,Facebook
user_1356,2024-01-28,2024-01-28,2024-01-29,2024-01-30,,Winter Promo,Google Ads
user_1357,2024-01-29,2024-01-29,2024-01-30,,,Winter Promo,Email
user_1358,2024-01-08,,,,,Winter Promo,Instagram
user_1359,2024-01-11,,,,,Holiday Blitz,TikTok
user_1360,2024-01-09,2024-01-09,,,,Winter Promo,Email
user_1361,2024-01-05,2024-01-05,,,,Spring Launch,Email
user_1362,2024-01-14,2024-01-14,,,,Spring Launch,Instagram
user_1363,2024-01-28,2024-01-28,2024-01-30,2024-02-01,,Spring Launch,Instagram
user_1364,2024-01-30,2024-01-30,,,,Holiday Blitz,Google Ads
user_1365,2024-01-03,2024-01-03,2024-01-04,2024-01-06,2024-01-10,Spring Launch,YouTube
user_1366,2024-01-21,2024-01-21,,,,Holiday Blitz,Google Ads
user_1367,2024-01-05,2024-01-05,2024-01-08,,,Winter Promo,TikTok
user_1368,2024-01-05,2024-01-05,2024-01-06,,,Winter Promo,Instagram
user_1369,2024-01-19,2024-01-19,2024-01-20,2024-01-21,,Holiday Blitz,Facebook
user_1370,2024-01-27,2024-01-27,,,,Holiday Blitz,Facebook
user_1371,2024-01-14,2024-01-14,2024-01-16,2024-01-18,,Holiday Blitz,Email
user_1372,2024-01-26,2024-01-26,2024-01-29,2024-01-31,,Winter Promo,Email
user_1373,2024-01-30,2024-01-30,2024-02-01,2024-02-03,,Holiday Blitz,YouTube
user_1374,2024-01-04,2024-01-04,2024-01-06,2024-01-07,,Winter Promo,YouTube
user_1375,2024-01-25,,,,,Winter Promo,YouTube
user_1376,2024-01-13,2024-01-13,2024-01-15,,,Spring Launch,YouTube
user_1377,2024-01-10,,,,,Winter Promo,Facebook
user_1378,2024-01-25,,,,,Holiday Blitz,Instagram
user_1379,2024-01-18,2024-01-18,2024-01-21,2024-01-23,2024-01-25,Holiday Blitz,TikTok
user_1380,2024-01-08,2024-01-08,2024-01-09,2024-01-11,2024-01-14,Holiday Blitz,TikTok
user_1381,2024-01-08,2024-01-08,,,,Winter Promo,YouTube
user_1382,2024-01-07,,,,,Winter Promo,Google Ads
user_1383,2024-01-08,2024-01-08,2024-01-09,2024-01-11,,Spring Launch,TikTok
user_1384,2024-01-14,2024-01-14,2024-01-16,,,Spring Launch,YouTube
user_1385,2024-01-19,2024-01-19,2024-01-21,2024-01-22,,Holiday Blitz,Facebook
user_1386,2024-01-29,2024-01-29,2024-02-01,2024-02-03,2024-02-04,Winter Promo,Email
user_1387,2024-01-06,2024-01-06,2024-01-09,2024-01-11,,Holiday Blitz,Google Ads
user_1388,2024-01-01,2024-01-01,2024-01-02,2024-01-04,,Holiday Blitz,YouTube
user_1389,2024-01-23,2024-01-23,2024-01-26,2024-01-27,,Holiday Blitz,Facebook
user_1390,2024-01-15,,,,,Spring Launch,Email
user_1391,2024-01-01,2024-01-01,,,,Holiday Blitz,YouTube
user_1392,2024-01-25,,,,,Spring Launch,Facebook
user_1393,2024-01-17,2024-01-17,2024-01-20,2024-01-22,,Winter Promo,Facebook
user_1394,2024-01-01,2024-01-01,,,,Holiday Blitz,Instagram
user_1395,2024-01-15,2024-01-15,,,,Spring Launch,Facebook
user_1396,2024-01-23,2024-01-23,,,,Winter Promo,YouTube
user_1397,2024-01-02,2024-01-02,2024-01-03,,,Spring Launch,Facebook
user_1398,2024-01-14,2024-01-14,2024-01-15,2024-01-17,,Holiday Blitz,Google Ads
user_1399,2024-01-21,2024-01-21,2024-01-24,2024-01-26,,Winter Promo,Facebook
user_1400,2024-01-08,,,,,Winter Promo,Facebook
user_1401,2024-01-08,,,,,Winter Promo,TikTok
user_1402,2024-01-19,2024-01-19,,,,Spring Launch,Google Ads
user_1403,2024-01-07,2024-01-07,,,,Spring Launch,YouTube
user_1404,2024-01-19,2024-01-19,2024-01-21,2024-01-23,,Spring Launch,Email
user_1405,2024-01-06,2024-01-06,2024-01-09,,,Winter Promo,Instagram
user_1406,2024-01-06,,,,,Holiday Blitz,TikTok
user_1407,2024-01-03,2024-01-03,2024-01-06,2024-01-08,2024-01-10,Holiday Blitz,Email
user_1408,2024-01-07,2024-01-07,2024-01-08,,,Winter Promo,YouTube
user_1409,2024-01-19,,,,,Holiday Blitz,YouTube
user_1410,2024-01-08,2024-01-08,2024-01-11,2024-01-12,2024-01-14,Winter Promo,TikTok
user_1411,2024-01-10,2024-01-10,,,,Holiday Blitz,Google Ads
user_1412,2024-01-20,2024-01-20,2024-01-21,2024-01-22,2024-01-26,Holiday Blitz,Email
user_1413,2024-01-15,2024-01-15,2024-01-16,2024-01-18,,Holiday Blitz,Facebook
user_1414,2024-01-15,2024-01-15,2024-01-16,2024-01-17,,Spring Launch,Google Ads
user_1415,2024-01-29,2024-01-29,2024-01-31,,,Spring Launch,Google Ads
user_1416,2024-01-01,2024-01-01,2024-01-02,2024-01-03,,Winter Promo,Instagram
user_1417,2024-01-20,2024-01-20,,,,Spring Launch,Google Ads
user_1418,2024-01-30,2024-01-30,2024-02-02,2024-02-03,2024-02-05,Winter Promo,Email
user_1419,2024-01-07,2024-01-07,2024-01-09,2024-01-10,,Spring Launch,YouTube
user_1420,2024-01-27,2024-01-27,,,,Holiday Blitz,TikTok
user_1421,2024-01-04,2024-01-04,2024-01-07,2024-01-09,,Spring Launch,Instagram
user_1422,2024-01-29,2024-01-29,2024-01-31,,,Spring Launch,TikTok
user_1423,2024-01-06,2024-01-06,2024-01-09,2024-01-10,,Spring Launch,TikTok
user_1424,2024-01-25,2024-01-25,,,,Winter Promo,Facebook
user_1425,2024-01-01,2024-01-01,2024-01-03,,,Winter Promo,Email
user_1426,2024-01-29,2024-01-29,2024-01-30,2024-02-01,,Holiday Blitz,Facebook
user_1427,2024-01-05,2024-01-05,,,,Holiday Blitz,Google Ads
user_1428,2024-01-27,2024-01-27,2024-01-30,,,Holiday Blitz,Email
user_1429,2024-01-23,2024-01-23,2024-01-26,2024-01-27,2024-01-29,Spring Launch,TikTok
user_1430,2024-01-01,2024-01-01,2024-01-02,2024-01-03,,Holiday Blitz,Instagram
user_1431,2024-01-30,2024-01-30,,,,Winter Promo,TikTok
user_1432,2024-01-04,2024-01-04,,,,Holiday Blitz,Instagram
user_1433,2024-01-22,2024-01-22,,,,Holiday Blitz,Facebook
user_1434,2024-01-02,2024-01-02,,,,Holiday Blitz,YouTube
user_1435,2024-01-10,,,,,Holiday Blitz,TikTok
user_1436,2024-01-05,2024-01-05,,,,Holiday Blitz,Instagram
user_1437,2024-01-27,2024-01-27,,,,Winter Promo,Facebook
user_1438,2024-01-10,2024-01-10,2024-01-11,,,Spring Launch,YouTube
user_1439,2024-01-01,2024-01-01,2024-01-03,2024-01-05,2024-01-09,Holiday Blitz,Email
user_1440,2024-01-22,2024-01-22,2024-01-24,2024-01-26,,Spring Launch,Instagram
user_1441,2024-01-06,2024-01-06,2024-01-09,2024-01-10,,Holiday Blitz,Instagram
user_1442,2024-01-13,2024-01-13,,,,Spring Launch,TikTok
user_1443,2024-01-15,2024-01-15,2024-01-17,2024-01-18,,Winter Promo,TikTok
user_1444,2024-01-04,2024-01-04,2024-01-06,2024-01-07,,Spring Launch,Facebook
user_1445,2024-01-13,2024-01-13,2024-01-15,,,Holiday Blitz,Instagram
user_1446,2024-01-24,2024-01-24,,,,Spring Launch,Facebook
user_1447,2024-01-20,2024-01-20,,,,Spring Launch,Instagram
user_1448,2024-01-24,,,,,Holiday Blitz,Facebook
user_1449,2024-01-15,2024-01-15,2024-01-17,,,Spring Launch,Instagram
user_1450,2024-01-29,,,,,Holiday Blitz,Email
user_1451,2024-01-08,2024-01-08,2024-01-09,2024-01-10,,Winter Promo,TikTok
user_1452,2024-01-05,2024-01-05,2024-01-06,2024-01-08,2024-01-12,Holiday Blitz,Email
user_1453,2024-01-29,2024-01-29,,,,Winter Promo,Facebook
user_1454,2024-01-15,2024-01-15,2024-01-16,2024-01-17,2024-01-21,Spring Launch,Email
user_1455,2024-01-04,2024-01-04,2024-01-07,,,Holiday Blitz,Facebook
user_1456,2024-01-12,2024-01-12,2024-01-15,2024-01-16,,Spring Launch,TikTok
user_1457,2024-01-13,2024-01-13,2024-01-15,,,Winter Promo,Facebook
user_1458,2024-01-02,,,,,Winter Promo,TikTok
user_1459,2024-01-27,2024-01-27,2024-01-28,,,Spring Launch,Google Ads
user_1460,2024-01-19,2024-01-19,2024-01-20,,,Holiday Blitz,Email
user_1461,2024-01-19,2024-01-19,,,,Holiday Blitz,Google Ads
user_1462,2024-01-04,2024-01-04,2024-01-07,2024-01-08,2024-01-12,Holiday Blitz,TikTok
user_1463,2024-01-04,2024-01-04,2024-01-07,2024-01-08,2024-01-11,Holiday Blitz,TikTok
user_1464,2024-01-26,2024-01-26,2024-01-28,,,Winter Promo,Google Ads
user_1465,2024-01-11,,,,,Holiday Blitz,TikTok
user_1466,2024-01-27,2024-01-27,2024-01-29,,,Spring Launch,Instagram
user_1467,2024-01-05,2024-01-05,,,,Winter Promo,Facebook
user_1468,2024-01-20,2024-01-20,,,,Spring Launch,YouTube
user_1469,2024-01-11,,,,,Spring Launch,Google Ads
user_1470,2024-01-30,2024-01-30,,,,Spring Launch,Instagram
user_1471,2024-01-10,2024-01-10,,,,Winter Promo,Email
user_1472,2024-01-08,2024-01-08,2024-01-10,2024-01-11,2024-01-12,Holiday Blitz,YouTube
user_1473,2024-01-06,2024-01-06,,,,Spring Launch,TikTok
user_1474,2024-01-06,2024-01-06,2024-01-09,,,Spring Launch,Facebook
user_1475,2024-01-08,2024-01-08,2024-01-11,,,Holiday Blitz,Instagram
user_1476,2024-01-23,2024-01-23,,,,Holiday Blitz,YouTube
user_1477,2024-01-15,2024-01-15,,,,Holiday Blitz,Facebook
user_1478,2024-01-26,2024-01-26,,,,Holiday Blitz,Facebook
user_1479,2024-01-14,2024-01-14,2024-01-17,,,Spring Launch,YouTube
user_1480,2024-01-11,2024-01-11,2024-01-14,2024-01-16,,Winter Promo,Instagram
user_1481,2024-01-12,2024-01-12,2024-01-15,2024-01-17,2024-01-18,Holiday Blitz,TikTok
user_1482,2024-01-26,2024-01-26,2024-01-28,,,Holiday Blitz,YouTube
user_1483,2024-01-13,2024-01-13,2024-01-16,2024-01-17,,Spring Launch,Google Ads
user_1484,2024-01-08,2024-01-08,2024-01-09,2024-01-11,,Holiday Blitz,Facebook
user_1485,2024-01-30,2024-01-30,2024-01-31,2024-02-01,,Spring Launch,Email
user_1486,2024-01-18,,,,,Spring Launch,TikTok
user_1487,2024-01-25,2024-01-25,2024-01-26,2024-01-27,2024-01-29,Spring Launch,YouTube
user_1488,2024-01-01,2024-01-01,,,,Spring Launch,YouTube
user_1489,2024-01-15,2024-01-15,,,,Holiday Blitz,Facebook
user_1490,2024-01-08,2024-01-08,2024-01-10,2024-01-11,,Winter Promo,Facebook
user_1491,2024-01-28,2024-01-28,,,,Holiday Blitz,YouTube
user_1492,2024-01-11,2024-01-11,,,,Winter Promo,Email
user_1493,2024-01-12,2024-01-12,,,,Holiday Blitz,Facebook
user_1494,2024-01-12,2024-01-12,2024-01-14,2024-01-16,,Spring Launch,Facebook
user_1495,2024-01-04,2024-01-04,2024-01-05,,,Holiday Blitz,Google Ads
user_1496,2024-01-16,2024-01-16,,,,Spring Launch,Instagram
user_1497,2024-01-04,2024-01-04,2024-01-07,2024-01-08,,Holiday Blitz,Google Ads
user_1498,2024-01-05,2024-01-05,,,,Spring Launch,Email
user_1499,2024-01-24,,,,,Winter Promo,Instagram
user_1500,2024-01-05,,,,,Spring Launch,YouTube
user_1501,2024-01-08,2024-01-08,2024-01-10,2024-01-12,,Holiday Blitz,Email
user_1502,2024-01-10,2024-01-10,2024-01-11,2024-01-13,,Spring Launch,Email
user_1503,2024-01-17,2024-01-17,2024-01-18,2024-01-20,2024-01-23,Winter Promo,Google Ads
user_1504,2024-01-28,2024-01-28,,,,Winter Promo,Instagram
user_1505,2024-01-26,2024-01-26,2024-01-28,2024-01-29,2024-01-30,Holiday Blitz,Email
user_1506,2024-01-09,2024-01-09,2024-01-11,2024-01-12,,Spring Launch,Instagram
user_1507,2024-01-22,2024-01-22,2024-01-23,2024-01-24,,Holiday Blitz,TikTok
user_1508,2024-01-19,2024-01-19,2024-01-21,,,Spring Launch,YouTube
